CATIA画面の背景色等を変更したい,CATIA稼働環境
コマンドにショートカットキーを割り当てたい,CATIA稼働環境
ツールバー 一覧,CATIA稼働環境
ツールバーが表示されない／リセットしたい,CATIA稼働環境
測定結果の桁数や単位を変更したい,CATIA稼働環境
CATIAアイコンが低輝度で選択できない,CATIA稼働環境
CATIA作業パフォーマンス向上の為の手法紹介,CATIA稼働環境
Product Data Filteringマニュアル,CATIA稼働環境
プロダクトデータの容量を削減したい,CATIA稼働環境
大規模データのView投影にかかる時間を短縮したい,CATIA稼働環境
3D画面の遠近法表示を元に戻したい,基本操作
3D形状の奥にあるワイヤー要素を表示したい,基本操作
3D形状をワイヤーフレーム表示した際、隠れ線を表示させたくない,基本操作
Propertiesの変更箇所を初期設定に戻す方法,基本操作
アイコンの大きさを変更したい,基本操作
コンパスが画面上から消えてしまったので表示させたい,基本操作
スケッチ内で作成した寸法を3Dで表示させたい,基本操作
どこで色をつけたのか調べる方法,基本操作
プロダクトで線要素が黒くなっているので元の色に戻したい,基本操作
モデルを指定の倍率で表示させたい,基本操作
形状が表示されない,基本操作
形状の色を保持したままコピーしたい,基本操作
現行Body以外をすべて非表示にしたい,基本操作
視点を変更する際にアニメーションのような動きになる,基本操作
自分が指定した視点で形状を表示させたい,基本操作
透過設定を変更すると意図した表示にならない,基本操作
特定の平面上の要素だけを表示したい,基本操作
複数ウィンドウでモデルを同じ向きにしたい,基本操作
要素に色を付加する際の優先度について教えて欲しい,基本操作
要素に付けた色等を、他の要素にも適用したい,基本操作
要素上にカーソルを合わせてもハイライトしない,基本操作
要素単位で一括で表示・非表示を切り替えたい,基本操作
Drawで要素の選択ができない,基本操作
Measureコマンドで測定した際、意図した結果にならない,基本操作
Searchコマンドの便利な使い方,基本操作
Section Modulusコマンドで要素選択が出来ない,基本操作
作図におけるSearchコマンド使用時の注意事項,基本操作
非活動要素を一括で選択したい,基本操作
Paste Special/As Result With Linkで貼り付けるとエラーが発生する,基本操作
スケッチをコピーしたい,基本操作
要素をリンク付きでコピーしたい,基本操作
室課独自ツールを使用したい,基本操作
大幅改訂マークや企画図マークの保存先を教えてほしい,基本操作
3D形状の背景に画像を合成したい,基本操作
CATIAの画面をキャプチャしたい,基本操作
V5の動画を圧縮する方法,基本操作
スケッチをパワーポイントに取り込む方法,基本操作
画像データを図面に貼り付けたい,基本操作
仕様書用に画像を取得したい,基本操作
点や線を非表示にした状態で画像を撮りたい,基本操作
動画ファイル（avi）を作成したい,基本操作
目視検証をしたい〜PHOTO STUDIOの使用方法〜,基本操作
catvba（拡張子”.catvba”）ファイルを実行したい,基本操作
CATDUAクリーン前後の3D形状の差異確認方法,基本操作
Deleteの拡張機能について知りたい,モデリング
Geometrical Set内のフィーチャーを並び替える方法,モデリング
Geometrical Set内の履歴を同じパート内にコピーしたい,モデリング
サーフェスで履歴の割り込みをしたい,モデリング
ツリーが画面上から消えてしまったので表示させたい,モデリング
仕様ツリーの便利な表示方法,モデリング
仕様ツリー上のアセンブリ拘束をグループ化したい,モデリング
2つのPlaneの中間にPlaneを作成したい,モデリング
3Dワイヤーフレームの構成点を非表示にしたい,モデリング
Boundaryコマンドで内部要素が抽出できない,モデリング
BoundaryとExtractの違いを知りたい,モデリング
Parallel CurveのGeodesicとEuclideanの違いについて知りたい,モデリング
パイプ形状の中心線を作成したい,モデリング
ポリゴンデータの外形線を作成したい,モデリング
画面に平行な平面を作成したい,モデリング
形状の外形線を作成したい,モデリング
事前に設定した線種で線要素を作成したい,モデリング
中心線が曲線のらせん形状を作成したい,モデリング
長穴の中心点を作成したい,モデリング
2Dで2点間の中点を簡単に作成したい,モデリング
Drawの要素をスケッチにコピーしたい,モデリング
スケッチで完全拘束したプロファイルをオフセットした際、拘束が自動付与されない,モデリング
スケッチで対称拘束を作成したい,モデリング
スケッチに入った時に、画面が垂直に切り替わらないようにしたい,モデリング
スケッチのAxisコマンドで作成した軸が認識されない,モデリング
スケッチの寸法拘束の方向を反転させたい,モデリング
スケッチャーで拘束状態の緑色表示を解除したい,モデリング
スケッチャーのIntersect 3D Elementsで円筒形状のフェースが選択できない,モデリング
スケッチを修正したいが、スケッチ内の要素が表示されない,モデリング
スケッチ内の幾何学拘束を非表示にしたい,モデリング
スケッチ平面を変更したい,モデリング
スケッチ要素を3D要素として個別に出力したい,モデリング
寸法拘束が自動で作成されない,モデリング
3D形状の縮尺を変更したい,モデリング
Extremumコマンドの方向定義について教えて欲しい,モデリング
Joinコマンドでサーフェスを接合する際パッチを消したい,モデリング
Joinされている線・面をバラバラにしたい,モデリング
Multi-Sections Surfaceで意図した形状が作成できない,モデリング
R止まりを指定したフィレットが作成できない,モデリング
エラーが発生してトリムすることができない,モデリング
サーフェスでパッチ毎に選択させる方法,モデリング
サーフェスの履歴を簡単に探したい,モデリング
サーフェスモデリング中、元要素が非表示にならないようにしたい,モデリング
サーフェスや曲線を延長したい,モデリング
サーフェス形状を展開したい,モデリング
ソリッドからサーフェスを作成したい,モデリング
ポリゴンデータをサーフェス化する方法,モデリング
ポリゴンデータを分割したい,モデリング
段差形状（座面形状）を作成したい,モデリング
任意の複数の面をまとめて抽出したい,モデリング
要素の内部の向きを反転したい,モデリング
履歴無し要素の元面を復元したい,モデリング
Rib(Slot)で意図した形状が作成できない,モデリング
Sew SurfaceコマンドのSimplify geometryについて知りたい,モデリング
Thickness（Shell）で厚みを付けることができない,モデリング
スケッチからソリッドが作成できない,モデリング
スパンに弛みを作成したい,モデリング
スパン長を考慮してレイアウトしたい,モデリング
ソリッドで球形状を作成したい,モデリング
ソリッドで文字を作成したい,モデリング
ソリッドをSplitする際に両サイド残したい,モデリング
ソリッド形状の穴埋めを行いたい,モデリング
フィレットでエラーが発生した場合の対処方法,モデリング
ボリューム要素をソリッド要素に変換したい,モデリング
徐変フィレットでエッジをキープしたい,モデリング
複数のProfileでShaft形状を作成する時の注意点,モデリング
閉じたサーフェスをソリッド化する方法,モデリング
補強材を作成したい,モデリング
Remove Lumpについて詳しく知りたい,モデリング
ブール演算エラーの対処方法,モデリング
ブール演算した相手形状がスケッチ内で表示されない,モデリング
中空形状の中身を取り出したい,モデリング
Shift+方向キーで回転する角度を変更したい,モデリング
コンパス等で移動した構成要素を元の位置に戻したい,モデリング
ソリッドを移動したいのにサーフェス要素になってしまう,モデリング
Design ModeからVisualization Modeに戻す際の注意点,レイアウト
パートをプロダクトに別案として挿入したい,レイアウト
プロダクトに他のプロダクトやパートを追加するとメッセージが表示されてしまう,レイアウト
プロダクトのツリーに表示されるアイコンの意味を知りたい,レイアウト
プロダクトのツリーの順番を変えたい,レイアウト
プロダクトのツリー構成をエクセルに出力する方法,レイアウト
プロダクトのパート構成要素を一つのパートにまとめたい,レイアウト
プロダクトへV4データを挿入したい,レイアウト
プロダクト内で移動した位置のまま別パートに貼り付けたい,レイアウト
現在開いているパートをプロダクトに挿入したい,レイアウト
公開したプロダクトの表示／非表示が異なっているため理由を知りたい,レイアウト
2DLOで3D形状の外形線を投影したい,レイアウト
2DLOでSection cut View上の要素のみ表示したい,レイアウト
2DLOでViewの一部分だけ3D形状を透過したい,レイアウト
2DLOでViewを作成したが3D形状が透過されない,レイアウト
2DLOでView方向を反転したい,レイアウト
2DLOにスケッチ内の点が投影できない,レイアウト
2DLOにスケッチ要素を取り込みたい,レイアウト
2DLOの2D Component（Detail）をDrawに変換したい,レイアウト
2DLOのViewをDrawにコピーしたい,レイアウト
2DLOの要素をスケッチにコピーしたい,レイアウト
Explodeで展開した構成要素の位置を元に戻したい,レイアウト
Productで部品をPattern配置する方法,レイアウト
アセンブリ拘束で軸が表示されない,レイアウト
アセンブリ拘束の関係性を確認したい,レイアウト
プロダクトで部品を指定した場所に配置したい,レイアウト
プロダクト内に配置されている構成要素の座標を調べたい,レイアウト
プロダクト内の構成要素を任意の方向に移動したい,レイアウト
部品を移動する際に干渉する部分で止めたい,レイアウト
Sectioningコマンドでセクション平面が表示されない,レイアウト
Sectioningコマンドで作成した断面を外部出力したい,レイアウト
Sectioningする際、特定の構成要素のみの断面を作成したい,レイアウト
ポリゴンデータの断面を作成したい,レイアウト
3Dから投影した要素を修正したいが選択できない,作図/出図
Drawでカーブ同士を接合したい,作図/出図
Drawでの表の作成と編集方法,作図/出図
Drawで拘束による要素の色変化を防ぎたい,作図/出図
Drawで要素間の最短距離の位置でPointを作成したい,作図/出図
Draw要素や2D Componentをドラッグで移動したい,作図/出図
曲線上の点から垂線を作成したい,作図/出図
形状沿い寸法でポイントを作成したい,作図/出図
事前に線種・線幅を設定してDraw要素を作成したい,作図/出図
Detailに作成したCenterLineで角度寸法を作成したい,作図/出図
Draw寸法の色について教えて欲しい,作図/出図
Dual Valueで上下別々の寸法公差を作成したい,作図/出図
V4→V5変換したDrawの寸法やテキストが編集できない,作図/出図
ファンネルを片側のみにつけたい,作図/出図
角度寸法の桁数を編集したい,作図/出図
擬似寸法を作成したい,作図/出図
距離寸法を片側寸法にしたい,作図/出図
寸法の矢頭をPointに変更したい,作図/出図
寸法公差を作成したい,作図/出図
寸法値の有効桁数を増やしたい,作図/出図
寸法値を□（四角）で囲みたい,作図/出図
寸法値を任意の場所に移動したい,作図/出図
寸法値を非表示にしたい,作図/出図
半径寸法の中心から出ている寸法線を短くしたい,作図/出図
累進寸法を編集したい,作図/出図
TBH座標を作成したいがXYZ表記になってしまう,作図/出図
Text で作成した文字の幅を狭くしたい,作図/出図
Textで公差を作成したい,作図/出図
Textの行間隔を調整したい,作図/出図
テキスト間に位置リンクを持たせたい,作図/出図
引き出し線とテキストの間隔を調整したい,作図/出図
引き出し線の追加と先端形状の変更方法 ,作図/出図
ViewのPropertiesの輝度が落ちている為操作が出来ない,作図/出図
ハッチングを避けて寸法を作成したい,作図/出図
図面にThreadが表示されない,作図/出図
2枚の2D図面を重ねて比較したい,作図/出図
3Dで作成したAnnotation付形状を図面化したい,作図/出図
3Dで作成したPlaneの断面をDrawに投影したい,作図/出図
3Dを図面に落とすと外形線が細くなってしまう,作図/出図
3D形状の投影要素か2Dで作成した要素かを識別したい,作図/出図
3D形状をDrawに投影すると、異なった形状で投影されてしまう,作図/出図
Auxiliary Viewの視点方向指示矢印を移動したい,作図/出図
Broken Viewで分断したViewを他のViewへ反映させたい,作図/出図
Overload PropertiesのCut in section viewsの用途を知りたい,作図/出図
Section Viewの切断線の修正方法を教えて欲しい,作図/出図
Viewに3Dのワイヤー要素や点要素を表示したい,作図/出図
Viewに3D形状の色を継承したい,作図/出図
Viewに隠線を表示したい,作図/出図
ViewのAxisを非表示にしたい,作図/出図
Viewの移動／位置合わせをしたい,作図/出図
Viewの生成モードについて教えて欲しい,作図/出図
Viewの不要な部分をClippingする方法,作図/出図
Viewの枠の表示・非表示の切り替えをしたい,作図/出図
View作成後、再度Viewの向きを変更したい,作図/出図
View作成時に『No 3D element is available…』が表示される,作図/出図
View単位で3Dデータのリンク先を指定したい,作図/出図
View内の削除した要素を戻したい,作図/出図
View内の要素を別のViewにコピーしたい,作図/出図
エクセルで作成した表を図面に取り込みたい,作図/出図
クリッピング図の枠線がアップデートで再表示されてしまう,作図/出図
事前に線の太さを変更してViewに投影したい,作図/出図
投影図を作成する際、プレビューが真っ黒に表示される,作図/出図
同じView内にある要素の表示設定をパート単位で変更したい,作図/出図
非表示にした要素をUpdateしても表示されないようにしたい,作図/出図
2D Component Instanceを回転させたときTextを追従させたい,作図/出図
2D Component(Detail)内のテキストを個別に編集したい,作図/出図
ExplodeとExposeの違いを教えて欲しい,作図/出図
画面上で見つけられない2D Component要素をExplodeしたい,作図/出図
他図面からViewや2D Componentをコピーする際の注意点,作図/出図
2DLOに図枠を作成したい,作図/出図
CMME2006の対応方法を教えて欲しい,作図/出図
CMMW2140の対応方法を教えて欲しい,作図/出図
NEWSに登録された部番を構成欄に取り込みたい,作図/出図
QTY.欄の空欄を削除したい,作図/出図
R/L図の片側設変の経歴の書き方について教えて欲しい,作図/出図
S.P.QTY.欄の列を追加したい,作図/出図
V4もしくは手書き図の図面をV5出図する時の設変の追い方を教えて欲しい,作図/出図
V5で作成した図面をハンド図で出図したい,作図/出図
マルチ図のAPL欄に部番を記入したい,作図/出図
マルチ図の個別標題欄を適用廃止したい,作図/出図
経歴欄が埋まってしまっている時の改訂の書き方を教えてほしい,作図/出図
個別標題欄の移動、編集方法について教えて欲しい,作図/出図
構成欄に簡易マルチ部番を記載したい,作図/出図
構成欄のMATERIAL欄やREMARKS欄に文字を入力したい,作図/出図
構成欄の移動、編集方法について教えて欲しい,作図/出図
構成欄をエクセルから取り込みたい,作図/出図
図面形態を変更したい,作図/出図
図枠サイズの変更方法を教えて欲しい,作図/出図
Check/Saveボタンの輝度が上がらない,作図/出図
CMME2059の対応方法を教えて欲しい,作図/出図
CMME2115の対応方法を教えて欲しい,作図/出図
CMME2233，CMME3102の対応方法を教えて欲しい,作図/出図
CMME2253，CMME2254の対応方法を教えて欲しい,作図/出図
CMME3117の対応方法を教えて欲しい,作図/出図
CMME3221の対応方法を教えて欲しい,作図/出図
CMMO2007の対応方法を教えて欲しい,作図/出図
CMMW2231の対応方法を教えて欲しい,作図/出図
CMMW2232の対応方法を教えて欲しい,作図/出図
CMMW3309の対応方法を教えて欲しい,作図/出図
括弧付き部番の括弧が消えてしまう,作図/出図
3Dデータをワイヤーフレーム表示で印刷したい,作図/出図
3Dデータを原寸で印刷したい,作図/出図
CMME2031の対応方法を教えて欲しい,作図/出図
CMME2862の対応方法を教えて欲しい,作図/出図
CMME2953の対応方法を教えて欲しい,作図/出図
CMME2962の対応方法を教えて欲しい,作図/出図
CMME3028の対応方法を教えて欲しい,作図/出図
CMME3047の対応方法を教えて欲しい,作図/出図
縮尺を縮小して印刷したい,作図/出図
範囲を指定して印刷したい,作図/出図
3D Annotationのリンクを修正したい,3DA
3D上にテキストを作成したい,3DA
FTAにおけるFilterコマンドの使用方法,3DA
【3DA】Sectionの修正をしたい,3DA
【3DA】Sectionを作成したい,3DA
【3DA】ハッチングを作成したい,3DA
【3DA】中心線とTBHを追加したい,3DA
複数のAnnotation Viewの表示/非表示を切り替えたい,3DA
CCPリンクの概要,リンク
Contextリンクの概要,リンク
Importリンクの概要,リンク
MMLリンクの概要,リンク
Viewリンクの概要,リンク
ゴーストリンクの概要,リンク
原図庫からラウンチしたデータがリンクされない／見つからない,リンク
Isolateした要素に履歴を付け直したい,リンク
プロダクト内で要素が参照してるリンク先を変更したい,リンク
Desk画面に表示されていないファイルを削除したい,リンク
DrawのViewと3Dデータとのリンクを切りたい,リンク
他のDrawファイルとリンクが付いてしまったのでリンクを切りたい,リンク
パブリケーションの名前や参照先を変更したい,リンク
外部参照しようとしたが要素が選択できない,リンク
CGRデータにまつわるよくある質問集,ファイル操作
DL環境で不要なファイルを削除したい,ファイル操作
HyperNaviSearchからVPMNaviデータを開くと削除データに関するメッセージが表示される,ファイル操作
STEP形式のデータが開けない,ファイル操作
STLファイルをCATIAで読み込みたい,ファイル操作
ZIPファイルで送られたデータを開く方法,ファイル操作
エラーが表示され、IGESファイルが開けない,ファイル操作
ファイルの読み込み保存を、フォルダ環境で操作したい,ファイル操作
ファイル名に含まれるブランクを探す方法,ファイル操作
CATIAデータをリストア（復元）したい,ファイル操作
CATPartをSTL形式で保存したい,ファイル操作
hSaveコマンドでRename保存する方法を教えて欲しい,ファイル操作
hSaveコマンドでSP/機種コードを変更したい,ファイル操作
Save中にCATIAが落ち、なくなったデータの復旧方法,ファイル操作
STLファイルはアスキー形式かバイナリ形式か知りたい,ファイル操作
V5Saveと通常のSave Asで保存する場合の違いを知りたい,ファイル操作
プロダクトファイルを一括でDLに複製したい,ファイル操作
プロダクト内の他人のLOデータを最新の状態にしたい,ファイル操作
測定結果を自動更新させたい,ファイル操作
Drawにリンクしている3Dデータを異なる3Dデータに置き換えたい,ファイル操作
DrawファイルをPDFファイルに変換したい,ファイル操作
Draw要素を2DLOにコピーしたい,ファイル操作
V4図面をV5変換した際、枠内にViewが配置されない,ファイル操作
エクセルの点群データをV5に取り込みたい,ファイル操作
Send To を使用するときにファイル名を変更したい,ファイル操作
Send toコマンドでOKボタンが選択できない,ファイル操作
履歴を無くした状態でモデルを転送したい,ファイル操作
HRAO→HGT DPM配信データ反映進捗,データ管理
"hSaveを起動すると""This product has different versions 〜""のワーニングが発生する",データ管理
PRCツリーに3Dデータを登録したい,データ管理
PRCツリーに登録された3Dデータが削除できない,データ管理
属性変更して3Dデータを保存すると2DデータにUpdateが要求される,データ管理
Assy部品の最大外形距離を測定したい,解析/測定/チェック
サーフェスと曲線の離れを測定したい,解析/測定/チェック
最大・最少距離や角度を測定し、履歴に残したい,解析/測定/チェック
組み付け検証を行いたい,解析/測定/チェック
測定する際目的の要素が選択できない,解析/測定/チェック
測定箇所をポイント要素として作成したい,解析/測定/チェック
測定結果における基準座標方向の距離を知りたい,解析/測定/チェック
測定結果を移動したい,解析/測定/チェック
折れや連続性を確認したい,解析/測定/チェック
R値を測定したい,解析/測定/チェック
円弧の長さを測定したい,解析/測定/チェック
曲線の全長を測定したい,解析/測定/チェック
指定したAxisからの座標を測定したい,解析/測定/チェック
ハッチング部の面積を測定したい,解析/測定/チェック
マテリアルに設定されている密度の値を調べたい,解析/測定/チェック
開口面積を算出したい,解析/測定/チェック
慣性を測定する方法,解析/測定/チェック
重心を測定し、要素として作成したい,解析/測定/チェック
表面積を測定したい,解析/測定/チェック
部品の質量や体積を測定したい,解析/測定/チェック
サーフェスの曲率を確認したい,解析/測定/チェック
曲線のR値または曲率を測定したい,解析/測定/チェック
形状内のR3以下の部分を調べたい,解析/測定/チェック
Draft Analysisコマンドで抜き勾配をチェックする方法,解析/測定/チェック
断面2次モーメントを測定したい,解析/測定/チェック
